gene	control	dpi1
TIMM17A	0	0.468192545
TSNAX	0	0.0503053
SEPHS2	0	0.16149206
EIF3C	0	0.14205279
TTC1	0	0.557924203
DNAJC7	0	0.099413775
C12ORF57	0	0.509958495
PHB2	0	0.102723945
COPS8	0	0.09274493
PRPF18	0	0.185605605
RAD9A	0	0.349738983
CHP1	0	0.187031125
ATXN2	0	0.107778325
DOK1	0	0.5025016
MTR	0	0.114132598
HSD17B10	0	0.151462878
COL12A1	0	0.165642645
SMAD5	0	0.049080813
HNRNPAB	0	0.198913623
NAP1L4	0	0.063740635
MGST2	0	1.266081475
NAPG	0	0.071271595
TXN2	0	0.090979873
ABCA3	0	0.255966538
ATP5S	0	0.294174553
MIPEP	0	0.209652918
ACO2	0	0.100441283
TM9SF2	0	0.107536453
COQ7	0	0.113207918
TSG101	0	0.40382917
CIB1	0	0.18099436
CPNE1	0	0.21411187
CCT7	0	0.08008126
MYD88	0	0.268894733
EBNA1BP2	0	0.108993473
ARID3A	0	0.032531353
PRMT1	0	0.47525005
HIST1H2BN	0	1.75401457
HIST1H2AJ	0	4.008582153
HIST1H2BM	0	0.906288223
HIST1H2BL	0	0.093423553
BAG1	0	0.019252305
RNF5	0	0.170874058
AGPAT1	0	0.400642285
PKP2	0	0.139379115
SH3GL1	0	0.23033257
TEP1	0	0.191381618
SEMA3C	0	0.622355485
VRK1	0	0.14572915
GDF15	0	0.15719553
AKAP9	0	0.132693598
NIPSNAP1	0	0.154800855
NCAPG	0	0.488514795
ARPC5L	0	0.236844708
MICU1	0	0.18153473
FAM118B	0	0.155723475
HOPX	0	0.068163738
RBM4B	0	0.153669928
NABP2	0	0.267615368
SPOCK3	0	-0.010771233
ZFYVE21	0	0.143968125
DDX50	0	0.191074243
MRPL34	0	0.261234963
ELAC2	0	0.222878075
C19ORF43	0	0.22149132
GRWD1	0	0.16218437
MACROD1	0	0.1701063
TCF25	0	0.28055485
ECSIT	0	0.421172758
WDR77	0	0.190177273
VKORC1	0	0.298424923
MRPL57	0	0.127259008
KXD1	0	0.08572987
TUBA1C	0	0.336249205
VIMP	0	0.524767653
APOL2	0	0.264944158
BCL7B	0	0.24282807
SENP7	0	0.31080712
MYBBP1A	0	0.32652005
NUDT12	0	0.411770613
LPIN3	0	0.546037348
FERMT1	0	0.270445635
MGME1	0	0.190907338
GORASP1	0	0.913117335
FYCO1	0	0.142030093
CLSTN3	0	0.04506131
ACBD6	0	0.122133575
CORO1B	0	0.356107475
NAA38	0	0.176345128
TXNDC17	0	0.52844018
BUD13	0	-0.037660548
VPS25	0	0.171986208
SH2D3A	0	-0.068984303
MRPL45	0	0.1153878
C7ORF50	0	0.516031733
NUDT16L1	0	0.635937118
MXRA8	0	0.09001956
LZTS2	0	0.195048535
SDF4	0	0.27572238
SRSF8	0	0.112185218
PAAF1	0	0.017785878
WIBG	0	0.28990382
PYGO2	0	0.12403645
CHCHD6	0	0.17371665
AIFM2	0	0.199651123
ADPGK	0	0.100199885
GPATCH1	0	0.091974173
UQCC2	0	0.211435928
MIEN1	0	0.920853955
LLPH	0	0.17488
CBWD1	0	0.141080135
GINS4	0	0.697777098
SIKE1	0	0.753575515
PELO	0	0.084427618
FAM213A	0	0.536955543
WDR83	0	-0.075089168
TRIM56	0	0.0308735
ERP44	0	0.24410827
ZNF649	0	0.579750793
LXN	0	0.132043245
ATG101	0	0.11767012
NOL10	0	0.169414013
NTPCR	0	0.520112983
TMEM79	0	-0.142604155
C19ORF52	0	0.150871905
TACO1	0	0.101639628
HDHD3	0	0.05024239
TUBGCP2	0	0.26387806
C17ORF80	0	0.264118315
ESYT1	0	0.2181186
UBAC1	0	0.222750838
CCM2	0	0.13843595
YIPF4	0	0.096236455
RTKN	0	0.207474235
TSEN34	0	0.167244408
CHCHD5	0	0.163140175
CNPY3	0	0.26372377
MTG1	0	0.1071302
ALG1	0	0.18654931
ALKBH7	0	0.269341965
INPP5K	0	0.377748628
POLR3GL	0	0.4446133
PSMG3	0	0.075478178
COPS4	0	0.176437053
TCHP	0	0.56553795
WAC	0	0.033967475
DIDO1	0	0.119307053
MTA3	0	0.191068363
RBM42	0	0.121097808
DCTN5	0	0.12332303
MCMBP	0	0.257495605
AARSD1	0	0.078154755
DCUN1D5	0	0.426830573
FAM103A1	0	0.412100275
ANP32E	0	0.235139265
MED10	0	0.267133263
LRRC1	0	-0.029811905
PI4K2A	0	0.095927068
TMEM43	0	0.132816553
TBCD	0	0.341765443
NDC1	0	0.33087687
FUCA2	0	0.703590318
HGH1	0	0.093982185
DHRS4	0	0.164539758
THTPA	0	0.312280895
LMF2	0	0.296735405
NDUFAF3	0	0.250039468
PRR15L	0	0.02487638
MMTAG2	0	-0.013561428
DOHH	0	0.031245675
MKNK1	0	0.231172863
TMEM70	0	0.118211113
MED18	0	0.149686858
ISCA1	0	0.21104635
C9ORF142	0	0.03422194
POLR3C	0	0.21090022
HNRNPUL1	0	0.04183036
CHCHD7	0	0.16930747
MSTO1	0	0.115573743
PHF23	0	0.089903115
PDCD10	0	0.132985935
RPP25	0	0.197573033
DERL1	0	0.235216145
EFHD1	0	0.573129955
HTATIP2	0	0.030435913
DDX23	0	0.130021695
WRAP53	0	0.079877003
APOO	0	0.27030758
BDH2	0	0.176161655
FAM195A	0	0.363189148
C20ORF24	0	0.231246853
TRAF4	0	0.101856045
C1ORF50	0	0.586785413
MRI1	0	0.19985787
ABHD6	0	0.147355435
MLPH	0	-0.093962768
WDR18	0	0.125571075
VAMP8	0	-0.06568141
THUMPD3	0	0.23381684
ADI1	0	0.067267333
RNF126	0	0.159942365
CEP250	0	0.06552774
MECR	0	0.06061964
NTMT1	0	0.394329675
EDEM2	0	0.219645483
KATNB1	0	0.11734794
MLST8	0	0.127838868
C2ORF49	0	0.506700213
TMEM109	0	0.138386933
PBDC1	0	0.324248453
PTDSS2	0	0.151402375
NOC4L	0	0.253196878
UTP14A	0	0.074006413
DUSP23	0	0.07750344
TMED9	0	0.436885568
NUPL1	0	0.122201638
SELO	0	0.186002793
DPCD	0	0.193454698
GNL3	0	0.093342673
SPATA5L1	0	0.37794305
RIOK2	0	0.152202775
TRMT61B	0	0.274156995
TMUB1	0	0.289236973
TIMM21	0	0.11025606
SARG	0	0.350842648
NUP85	0	0.258337893
TPPP3	0	0.211964015
ELOVL1	0	0.242661263
DDA1	0	0.007596665
HIRIP3	0	0.09964454
CCDC94	0	0.233710303
NUDT9	0	0.2222104
TARS2	0	0.193527028
ACAT2	0	0.225871343
REPIN1	0	0.178613815
RBM4	0	0.223274128
SSBP4	0	-0.018827798
FUNDC2	0	0.031980325
RPAP1	0	0.078309283
SF3B5	0	0.10810379
SFXN3	0	0.182112703
PRR14	0	0.169555143
CHID1	0	0.305054568
PAPOLG	0	0.252953963
SLC4A1AP	0	0.150407948
SSBP3	0	0.38711219
LSM14B	0	0.045640853
SORBS1	0	0.110463498
HINT2	0	0.453063985
TM2D1	0	0.492248958
SALL3	0	0.123893008
OSBPL11	0	0.03205789
OSBPL10	0	0.383896643
RAB11FIP5	0	0.459309075
BBC3	0	0.093588115
TBC1D10A	0	0.35734666
TMEM120A	0	0.32536564
NAA15	0	0.08665649
KLF16	0	0.68331487
BCL2L13	0	0.174837075
SLC12A9	0	0.148296545
SRRT	0	0.589073995
QTRT1	0	0.27611767
TMEM59	0	0.315316813
AP1M1	0	0.028133643
C14ORF142	0	0.165628305
OSBPL1A	0	0.38389328
CECR5	0	0.040844783
MAK16	0	0.257609133
SCAPER	0	0.010173255
DGCR6L	0	0.1879643
ITPA	0	0.157116153
RTFDC1	0	0.301014693
CHMP4A	0	0.332792073
EIF2A	0	0.321249388
SEC11C	0	0.849433898
CADM1	0	0.134534175
ANGPTL4	0	2.728403775
POLDIP3	0	-0.012872538
RNF26	0	0.212822033
KIAA1671	0	0.084987313
GNB1L	0	0.169197915
FUT8	0	0.100388753
MRPL32	0	0.67013198
MRPL20	0	0.32467337
MRPL13	0	0.173357
MRPL9	0	0.115039065
MRPL4	0	0.243248515
MRPL1	0	0.263770948
NIFK	0	0.122565225
PARD6B	0	0.07756707
YTHDF1	0	0.404715793
HELZ2	0	0.167956508
RBCK1	0	0.178103678
SRXN1	0	0.214957585
MRPS26	0	0.192191098
NLN	0	0.310207588
PBX4	0	0.257214408
CEP41	0	0.84285316
SETD2	0	0.067437333
TBC1D2	0	-0.001209773
PANK2	0	0.098994718
DOCK9	0	0.165897958
FRMD8	0	0.212967163
WHSC1L1	0	0.169001615
MRPL37	0	0.269367808
GTPBP4	0	0.25612105
ASPSCR1	0	0.07720695
OSBPL8	0	0.151031253
RAB34	0	0.84412307
DPH1	0	0.31083487
WDR11	0	0.002848245
IRX2	0	0.510868205
UPF3B	0	0.197150913
CRNKL1	0	0.146664848
TBL1XR1	0	0.121841193
UBL5	0	0.426002663
PPP1R12C	0	0.014618788
PRKD2	0	0.215346628
PLA2G12A	0	0.27618619
EDEM3	0	0.219704985
FAM129A	0	0.005193835
UBXN6	0	0.118099683
API5	0	0.20830779
DPY30	0	0.219756225
TRIM5	0	0.110859855
TRIM2	0	0.089573235
INO80B	0	0.249106043
UNK	0	0.027147353
FTO	0	0.198185843
ZDHHC5	0	0.266937283
TNKS1BP1	0	-0.024369273
SEMA4C	0	0.247212553
AMBRA1	0	-0.00202809
UBE2O	0	0.15707788
TANC1	0	0.204462685
ZC3H12C	0	0.40953746
EPT1	0	0.50085297
XPO4	0	0.148751058
LNP	0	0.023216603
TTYH3	0	0.12478831
MTMR12	0	0.39369924
WDR33	0	0.044255735
WDR12	0	0.516571653
YIPF3	0	0.19446521
TINAGL1	0	0.082038085
NDEL1	0	0.167010388
ACTR6	0	0.072450143
C20ORF27	0	-0.08202741
PITHD1	0	0.060099675
DERL2	0	0.39344388
COMMD5	0	0.033884645
REXO4	0	0.29981169
DDX24	0	0.235906623
POLR1E	0	0.057980938
WDR61	0	0.64264324
SLIRP	0	0.349853345
SRR	0	0.155564468
CCDC90B	0	0.731119295
NIF3L1	0	0.062792513
EGLN1	0	0.226023153
MCOLN1	0	0.138943898
CTDSP1	0	0.253718468
FAM192A	0	0.035120313
WWTR1	0	0.0260389
TWSG1	0	0.18895826
COA1	0	0.462223618
MFF	0	0.0947963
NAA50	0	0.227238023
UBA5	0	0.062306275
MKRN2	0	0.028737608
LHPP	0	0.017012545
MTFR1L	0	0.223779228
TMEM126A	0	0.438646203
MAF1	0	0.317280938
PAIP1	0	0.49663307
CLPB	0	0.187245188
RAB33B	0	0.248415805
LSG1	0	0.236331978
NUAK2	0	0.324025558
FAM107B	0	1.649242253
NAT10	0	0.200396893
COMMD4	0	0.39045135
KLC2	0	0.162801048
ILKAP	0	0.156708925
XRN2	0	0.098510315
TOLLIP	0	0.129329845
SAP130	0	0.141280638
BRD8	0	0.09531435
SHARPIN	0	0.418924128
NSRP1	0	0.098720385
INTS2	0	0.47700611
RACGAP1	0	0.17432798
SIK2	0	0.345387535
CSTF2T	0	0.09127499
PCBD2	0	0.12972875
NT5C3A	0	0.20163389
AP5M1	0	0.198704885
HDHD2	0	1.016173738
QRSL1	0	0.388044028
DDX47	0	0.124152073
RAB17	0	0.770040673
MAGT1	0	0.16636668
RAB1B	0	0.11816898
MRPL18	0	0.21861338
LMAN2L	0	0.529772365
CCDC8	0	0.341486609
SMG9	0	0.287136105
C11ORF54	0	0.12926819
ITFG3	0	0.054790325
GZF1	0	0.184308783
DNTTIP1	0	0.059938828
ING2	0	1.448327695
ABCG4	0	0.483932808
SIL1	0	0.228762128
METTL9	0	0.297285865
ANAPC1	0	0.103069138
XYLT2	0	0.24833254
IRF2BPL	0	0.352934323
UNC93B1	0	-0.00498135
POLR3F	0	0.230653288
NUCKS1	0	0.104765308
TMX4	0	0.07285366
ASCC2	0	0.67998818
UPF3A	0	0.030641073
RBSN	0	0.189704813
ISCU	0	0.189931938
OSBPL2	0	0.539997653
MEGF9	0	0.185622908
SLC25A51	0	0.26862505
ATG5	0	0.356968185
WDR13	0	0.13056163
MED28	0	0.413966148
EHD4	0	0.078032675
SPTBN4	0	-0.06043165
VPS33B	0	0.255943918
VPS16	0	0.177150265
VPS11	0	-0.00735801
SH3BGRL3	0	0.21881089
GAN	0	0.032239435
TRIOBP	0	0.291843913
HSD3B7	0	0.33023987
EPC1	0	-0.041255043
SLK	0	0.210463663
PPIL3	0	0.04708447
C10ORF11	0	0.014461998
PDCL3	0	0.237402383
MTIF3	0	0.045990848
TAOK3	0	0.077810778
RASSF4	0	0.20157694
RAB3GAP2	0	0.240922945
ADNP	0	0.052915195
DPH5	0	0.193285195
DHX36	0	0.034648913
PPA2	0	0.399047483
MRPL46	0	0.119660008
ZNF106	0	0.289203793
PNN	0	0.19811256
EPB41L4B	0	0.27030766
TMEM245	0	0.182869305
FOXP1	0	0.082970928
SNX25	0	0.593850485
KCTD10	0	0.162500158
CPVL	0	0.26520872
C11ORF68	0	0.03614738
DPAGT1	0	0.475995565
C12ORF65	0	0.247320973
GHITM	0	0.116627915
BOLA2	0	0.043972933
TXNIP	0	0.393257688
TMX1	0	0.202607165
NELFA	0	0.05260567
ACBD3	0	0.23014605
PTPN23	0	0.00447067
UNC45A	0	0.109302225
MFSD1	0	0.66999559
PPDPF	0	-0.117650153
DSN1	0	0.09825388
C1ORF198	0	0.19039361
CHMP4B	0	0.175342308
RWDD1	0	0.328393883
FBXL15	0	0.049272508
RBKS	0	0.240253603
FN3K	0	0.820017585
POFUT1	0	0.37466832
WNK1	0	0.04194414
RNPEP	0	0.06781823
GOLPH3L	0	0.384705125
GOLPH3	0	0.531928493
OSGEPL1	0	0.472654443
EPB41L1	0	0.055199208
TRABD	0	0.370972363
SENP3	0	0.078102115
SMARCAD1	0	0.650780385
EHD1	0	-0.007137885
RNF41	0	0.082396713
PCIF1	0	0.244673655
ESF1	0	0.07715323
ALG2	0	0.132344915
ZNF644	0	0.18989598
HEATR1	0	0.102214603
ZNF768	0	0.43036133
SUV39H2	0	0.266406813
POMK	0	0.099871238
RABEP2	0	0.110217248
TFB2M	0	0.256300688
CXORF56	0	0.188549428
FAM96A	0	0.059360045
DHX35	0	0.320964158
RPP21	0	0.907449848
NSUN3	0	0.169261525
DENND2D	0	0.234704895
HAUS4	0	0.558762743
CCDC134	0	0.10837005
TUT1	0	0.490982498
CCDC86	0	0.11462384
REEP4	0	0.056595933
OPA3	0	0.303887813
PRR36	0	0.173834893
NARFL	0	0.075429095
DHX33	0	0.202324798
ACSS3	0	0.212817115
NOL6	0	0.113314425
YTHDC2	0	0.480752328
EPS8L2	0	0.081377633
ESRP2	0	0.014354275
RPAP3	0	0.462392675
BCAS3	0	0.08463789
ALG9	0	0.20333948
C2ORF43	0	0.154890405
NO66	0	0.02394819
TMEM134	0	0.06233422
WDR55	0	0.259520843
RNF167	0	0.147510453
RANBP3	0	0.269170358
GAREM	0	0.551308803
DCTPP1	0	0.03991252
SH2D4A	0	0.226686523
RPF2	0	0.44320494
AAMDC	0	0.112290353
DOCK5	0	0.15013863
WDR26	0	0.146979655
TDRD3	0	0.476271555
C8ORF33	0	0.14202846
ATP13A3	0	0.23641497
METTL17	0	0.39531239
SUDS3	0	0.039879138
SCAF1	0	0.273940068
MVB12B	0	0.056315553
ZNF703	0	0.491329718
ZNF696	0	0.788461298
NRDE2	0	0.09016178
KAT8	0	0.15596338
PTGES2	0	0.438040155
PHAX	0	0.35816308
UBE2Z	0	0.096534768
ACAD9	0	0.279868793
NT5DC2	0	0.490896703
CAAP1	0	0.43222302
NOL11	0	0.41991645
DDX31	0	0.172335778
METTL7A	0	0.180766813
MANSC1	0	0.082099373
COQ10B	0	0.397488655
BRD9	0	0.081821628
CNNM2	0	0.19554434
EVA1A	0	0.568353958
MOB1A	0	0.361729725
AKTIP	0	0.63903387
PLEKHF2	0	0.04797065
ANKZF1	0	0.051770315
GORASP2	0	0.57329239
MTHFD2L	0	0.211675625
HN1L	0	0.457758925
SLC25A22	0	0.222141648
PSTPIP2	0	0.147812263
MED20	0	0.190911273
QTRTD1	0	0.060426685
ACTR8	0	0.287526228
ARMT1	0	0.479262945
CNOT10	0	0.081798508
LRRC40	0	0.09239983
EHMT1	0	0.256154423
SFXN1	0	0.14627782
VIPAS39	0	0.0621297
ZNF408	0	0.32128866
COG4	0	0.199756163
ACTR5	0	0.112429973
AGO3	0	0.44356329
VPS37B	0	0.062961553
MRPL44	0	0.351801358
USP42	0	0.229222283
ISG20L2	0	0.208607285
KANSL2	0	0.358504698
L2HGDH	0	0.3165208
COPS7B	0	0.315365578
FKRP	0	0.243938893
ELP3	0	0.181977488
RPF1	0	0.18886351
POLR1B	0	0.253811688
UCK1	0	0.065774513
FN3KRP	0	0.172965783
TBC1D17	0	-0.009844353
CARS2	0	0.095051143
CERS4	0	1.037880498
PPCS	0	0.1611504
UBTD1	0	0.13516126
MEAF6	0	0.031449793
FBRS	0	0.131846033
SAP30L	0	0.057823988
NMNAT1	0	0.615286875
C17ORF75	0	0.313132455
SIAE	0	0.395263125
PLEKHA5	0	0.06107942
SMURF2	0	0.054072335
UPF2	0	0.128801695
RNPEPL1	0	0.062142858
GNB4	0	0.310148185
XPO5	0	0.11307641
GRPEL1	0	0.131616003
BRF2	0	0.209779013
C12ORF10	0	0.045474863
PLEKHA3	0	0.292400595
PLEKHA1	0	0.30183213
SCPEP1	0	0.203757908
CACYBP	0	0.063870295
RRAGC	0	0.190241135
TRPV4	0	0.322345993
ZFYVE1	0	0.079125348
RHOF	0	0.355431435
PDF	0	0.20024756
RDH14	0	0.289932255
AS3MT	0	0.694164885
TNS1	0	0.076555508
PLGRKT	0	0.613033825
VEZT	0	0.106875208
TAF9B	0	0.177386485
SLC38A10	0	0.085052463
TMEM165	0	0.19698131
SLC25A19	0	0.199826735
EML4	0	0.093918418
RNMTL1	0	0.221641678
GLOD4	0	0.089293368
CBX8	0	0.164303658
MUC5B	0	0.21696322
MCCC2	0	0.156174755
NCOA5	0	0.251358083
TANC2	0	0.107837248
EPG5	0	0.44674446
MOV10	0	0.37352812
ZNF532	0	0.02605987
METTL14	0	0.096453035
CWC22	0	0.126680965
RAVER2	0	0.406705838
CHD8	0	0.157412828
KIAA1551	0	0.075579938
EPB41L5	0	0.236811448
FBRSL1	0	0.0074976
TMEM8A	0	0.14037371
GPN1	0	0.44591875
SDF2L1	0	0.003840535
CSNK1G1	0	0.244948765
XAB2	0	0.383114213
CELSR2	0	0.05474377
PREB	0	0.142094843
S100A14	0	0.280768515
SRA1	0	0.132777355
ATP13A1	0	0.240653338
MRS2	0	0.43912598
GOPC	0	0.024158993
MRPL47	0	0.24231162
LYRM4	0	0.561663768
CHMP1A	0	0.11829242
TM9SF3	0	0.21938504
MYO10	0	0.020088985
JPH1	0	0.018678253
APMAP	0	0.320696178
WDR6	0	0.11210983
TXNRD2	0	0.108628843
FAM60A	0	0.106905043
ABCB6	0	0.14860638
ARFGAP3	0	0.008635795
ZCCHC17	0	0.187582835
HMG20A	0	0.137811118
RAB18	0	0.128246838
ALG13	0	0.164606745
SSU72	0	0.57214685
VTA1	0	0.102034663
PNPLA8	0	0.458049675
SARS2	0	0.224360553
MRPS30	0	0.197228118
DYNLRB1	0	0.012426105
TREM1	0	0.26111087
EMC7	0	0.163598608
ENY2	0	0.312230133
GPCPD1	0	2.833838925
EXOSC4	0	0.246941953
UBE2T	0	0.35342386
NGRN	0	0.13739436
NOP10	0	0.219155003
CD320	0	0.194839918
OSGEP	0	0.469218708
DMAP1	0	0.254045015
UBN1	0	0.102697458
ACP6	0	0.413840018
ISYNA1	0	0.092954388
IL1RAP	0	-0.049405883
BRD7	0	0.04085405
DCP1A	0	0.104772455
ACOT13	0	0.12777595
MED4	0	0.189376408
TIMMDC1	0	0.18626014
RIC8A	0	0.11728683
SEMA4B	0	0.244619945
GPR108	0	0.0646934
ATP13A2	0	0.181326308
LUC7L	0	0.127186825
TMEM9B	0	0.042029873
RPS10P5	0	0.762523793
LZTFL1	0	0.129232068
MRPL40	0	0.109924203
PPAN	0	0.08347521
PLCB1	0	0.20875866
GPRC5C	0	0.471973973
TRIM36	0	0.224876505
TIGAR	0	0.270181518
WASH6P	0	0.320488003
RTN4	0	-0.01853274
CYLD	0	0.102047278
HINT3	0	0.195187278
MANBAL	0	0.80410897
RPRD1B	0	0.085004693
MIEF1	0	0.022388183
XPNPEP3	0	0.157249898
PFDN4	0	0.140763733
NIT2	0	0.144916103
AVEN	0	0.37925787
PVRL3	0	0.08542636
INCENP	0	0.254677493
EXOSC5	0	0.057985813
EXOSC3	0	0.11909179
KIF13B	0	0.2332731
PAK6	0	0.549033855
PRDM10	0	0.185499565
XPNPEP1	0	0.280159565
GPHN	0	0.142158933
MYO5C	0	0.024130213
ZNF331	0	0.118354943
ITM2C	0	0.802849575
BIN3	0	0.075999468
UTP3	0	0.076610478
STARD7	0	0.06302348
BIRC6	0	0.219077085
PDLIM7	0	0.051290665
ACSS2	0	0.37536023
DIABLO	0	0.160249643
DDX21	0	0.261812238
SAR1A	0	0.752294125
POLE4	0	0.165388668
NANS	0	0.03223477
SH3GLB2	0	0.223980535
EIF2B3	0	0.016967003
MBNL1	0	0.053411565
CYP26B1	0	0.611616228
PDGFC	0	0.158414228
SLC17A5	0	0.258862128
EIF4ENIF1	0	0.134526045
SIRT7	0	0.06941422
DUOX1	0	0.166363685
SH2B1	0	0.274214518
CTPS2	0	0.092180003
POLE3	0	0.288268543
PRTFDC1	0	0.298963915
SMYD2	0	1.18350499
SDR39U1	0	0.102348788
AAAS	0	0.112590688
ABCB10	0	0.254751078
BAZ1A	0	0.091850628
STRN4	0	0.126457415
OLFML3	0	-0.05925118
AASDHPPT	0	0.106643815
CMC2	0	0.242342553
SDHAF3	0	0.258407745
DROSHA	0	0.754920318
UBQLN4	0	0.370483045
CDC42SE1	0	0.170708943
SNX15	0	0.12918073
HEBP1	0	0.181746455
RAB6B	0	0.44416044
VPS45	0	0.074323523
PNO1	0	0.306113713
MRPL17	0	0.119954923
NDUFA4L2	0	0.648182873
PHPT1	0	0.35779267
SERINC1	0	0.225463915
INIP	0	-0.084610318
ARHGAP35	0	0.079964465
FAM114A2	0	0.375560298
PLSCR3	0	0.155385613
AGPAT3	0	0.31640516
HELLS	0	0.360907338
LTBP3	0	-0.005371553
GLRX2	0	0.356247678
TOPORS	0	0.242343968
TNFRSF19	0	0.055075073
TOMM22	0	0.14446791
MBIP	0	0.346797775
LANCL2	0	0.298600513
TM7SF3	0	0.62537213
CTNNBIP1	0	0.50569171
HOMER2	0	0.011633378
HOMER3	0	0.036391388
ST6GALNAC1	0	1.355889398
FARSB	0	0.12679534
IARS2	0	0.190080405
BRWD1	0	0.2190109
KLC4	0	0.240714353
BMP2K	0	0.02115693
STARD5	0	0.21224327
ATG3	0	0.114771303
SIRT3	0	0.284713178
PDS5B	0	0.292842513
SMC4	0	0.130043778
MAN2C1	0	0.155750133
SACM1L	0	0.278637478
OLA1	0	0.400763235
ZFP64	0	0.23225192
ECHDC1	0	0.182104068
RBM12	0	0.069721573
MDN1	0	0.367775858
LYRM2	0	0.164008723
ZBTB40	0	0.207024553
ACSS1	0	0.257901665
ZCCHC3	0	0.363863568
DECR2	0	0.07415641
ABHD10	0	0.583367063
TCP11L1	0	0.635578198
STAU2	0	0.04552017
C19ORF66	0	0.093321093
DDX28	0	0.20449979
TMEM106B	0	0.12756807
LMBRD1	0	0.094033753
BLOC1S4	0	0.053940245
TRMT13	0	1.061181127
LIN7C	0	0.102214663
AGPAT5	0	0.368347015
TXLNG	0	0.318101393
SPATS2L	0	0.132449785
UFSP2	0	0.219250715
ABCF3	0	0.075953855
FAM49B	0	0.075876083
AP5S1	0	0.098492325
ABCB8	0	0.254275935
FAM105A	0	0.21292826
DDX19A	0	0.06034485
TBC1D23	0	0.059060655
DCAF13	0	0.174254185
IMP3	0	0.18114416
NUDT15	0	0.142580485
MRGBP	0	0.122557725
EXOC1	0	0.095462405
INTS9	0	0.434111905
TMEM30A	0	0.107593773
UQCC1	0	0.74531408
11-Sep	0	0.157014403
TMEM184C	0	0.43083694
MED17	0	0.058210673
PARVA	0	0.151606365
PANK4	0	0.254511505
FBXO28	0	0.172129098
TBC1D13	0	0.017623145
EXD2	0	0.130394725
DNAJC11	0	0.170138123
INTS7	0	0.099952465
TMLHE	0	0.391258993
ATAD3A	0	0.313063058
ARL8B	0	0.217635903
FGFR1OP2	0	0.064727295
PRMT7	0	0.162343775
DNAJC17	0	0.185544075
ASUN	0	0.06076163
GNL3L	0	0.075529278
DDX18	0	0.089728908
FAIM	0	0.32006825
KLHL11	0	0.217018595
INTS10	0	0.220110333
MRPS18A	0	0.439701915
PNPO	0	0.086016115
ARMC1	0	0.223719513
POLR3E	0	0.089473208
SDAD1	0	0.109277153
MTPAP	0	0.46009689
RLIM	0	0.7780059
NLE1	0	0.37124458
NECAP2	0	0.052878313
ZNF358	0	-0.013068778
POLR3B	0	0.145206523
RBM28	0	0.097082195
ANO10	0	0.128417428
RBM22	0	0.052238205
BSDC1	0	0.622609285
GPATCH2	0	0.49536175
ATP5SL	0	0.078822433
WDR70	0	0.168655335
MED9	0	0.176849758
RBFOX1	0	0.095368845
ARGLU1	0	0.034643733
IFT57	0	0.52754827
SLTM	0	0.061455895
FKBP14	0	0.353143968
CCDC109B	0	0.409873153
PIH1D1	0	0.3637106
RMND1	0	0.67061774
ZNF446	0	0.71588379
PAK1IP1	0	0.361173568
HIF1AN	0	0.016300703
AURKAIP1	0	0.184354235
OXSM	0	0.153694715
GID8	0	0.17088848
MRPL22	0	0.121728818
C1ORF123	0	0.080661118
BABAM1	0	-0.006733025
THG1L	0	0.227615528
C4ORF27	0	0.119976693
UCKL1	0	0.162253758
GEMIN8	0	0.101159125
TMEM160	0	0.232686203
TXNL4B	0	0.18170456
FAM120C	0	0.721076138
TRNAU1AP	0	0.031753275
COMMD8	0	0.157237328
NDUFB11	0	0.06717395
MRPL16	0	0.178316478
NHP2	0	0.304085013
OCIAD1	0	0.13109134
ADPRHL2	0	0.078495653
5-Mar	0	0.103756763
HYPK	0	0.313739793
RAB20	0	0.206681878
LYAR	0	0.048119043
TMEM161A	0	0.185769813
IMPAD1	0	0.112551778
CHCHD3	0	0.314025533
MED29	0	0.204724348
DUS2	0	0.144637678
CMTM6	0	0.15131261
SIRT5	0	0.102751285
GFOD1	0	0.025182473
MIOS	0	0.186864563
MTMR10	0	0.809410985
SMPD4	0	0.37276389
CWC25	0	0.018887815
TEX10	0	0.046241015
ZDHHC7	0	0.189468193
THUMPD1	0	0.299119983
P4HTM	0	0.014250745
TOR4A	0	0.08718745
TRMT1	0	0.349035993
PGPEP1	0	0.235449128
GDAP2	0	0.208865213
ANKRD10	0	0.4416961
BRE	0	0.144857853
QPCTL	0	0.307784418
ZNF586	0	0.08015515
ARL15	0	0.246997525
CDKN2AIP	0	0.057923653
DNAJB12	0	0.087675018
NSMCE4A	0	0.195970975
GAR1	0	1.02975146
PPP4R2	0	0.007125293
DPP3	0	0.052674408
CACNA2D2	0	0.11735825
AATF	0	0.172016935
DDX56	0	0.111890523
B3GNT2	0	0.331134968
TERF2IP	0	0.072569128
ABI2	0	0.047589818
DNAH9	0	0.379742135
BCLAF1	0	0.08787351
ZDHHC3	0	0.175640745
UTP6	0	0.17212189
PSD3	0	0.048211323
COA4	0	0.37131605
TAB2	0	0.145740758
MRPL39	0	0.24654719
FKBP11	0	0.21752628
TMOD3	0	0.12551781
BET1L	0	-0.021009458
CELSR1	0	0.04597753
NKIRAS2	0	0.380956733
UGGT2	0	0.211930165
UGGT1	0	0.20944212
CDK12	0	0.179961585
RBAK	0	0.017008963
TVP23B	0	0.41715901
TECR	0	0.139127863
ERAP1	0	0.300612085
UBAP1	0	0.24782846
ACTR10	0	0.063252035
